8/19/2004,100,104.06,95.96,100.34,22351900,100.34
8/20/2004,101.01,109.08,100.5,108.31,11428600,108.31
8/23/2004,110.75,113.48,109.05,109.4,9137200,109.4
8/24/2004,111.24,111.6,103.57,104.87,7631300,104.87
8/25/2004,104.96,108,103.88,106,4598900,106
8/26/2004,104.95,107.95,104.66,107.91,3551000,107.91
8/27/2004,108.1,108.62,105.69,106.15,3109000,106.15
8/30/2004,105.28,105.49,102.01,102.01,2601000,102.01
8/31/2004,102.3,103.71,102.16,102.37,2461400,102.37
9/1/2004,102.7,102.97,99.67,100.25,4573700,100.25
9/2/2004,99.19,102.37,98.94,101.51,7566900,101.51
9/3/2004,100.95,101.74,99.32,100.01,2578800,100.01
9/7/2004,101.01,102,99.61,101.58,2926700,101.58
9/8/2004,100.74,103.03,100.5,102.3,2495300,102.3
9/9/2004,102.53,102.71,101,102.31,2032900,102.31
9/10/2004,101.6,106.56,101.3,105.33,4353800,105.33
9/13/2004,106.63,108.41,106.46,107.5,3926000,107.5
9/14/2004,107.45,112,106.79,111.49,5419900,111.49
9/15/2004,110.56,114.23,110.2,112,5361900,112
9/16/2004,112.34,115.8,111.65,113.97,4637800,113.97
9/17/2004,114.42,117.49,113.55,117.49,4741000,117.49
9/20/2004,116.95,121.6,116.77,119.36,5319700,119.36
9/21/2004,119.81,120.42,117.51,117.84,3618000,117.84
9/22/2004,117.4,119.67,116.81,118.38,3794400,118.38
9/23/2004,118.84,122.63,117.02,120.82,4272100,120.82
9/24/2004,120.94,124.1,119.76,119.83,4566300,119.83
9/27/2004,119.56,120.88,117.8,118.26,3536600,118.26
9/28/2004,121.3,127.4,120.21,126.86,8473000,126.86
9/29/2004,126.7,135.02,126.23,131.08,15273500,131.08
9/30/2004,129.9,132.3,129,129.6,6885900,129.6
10/1/2004,130.8,134.24,128.9,132.58,7570000,132.58
10/4/2004,135.25,136.87,134.03,135.06,6517900,135.06
10/5/2004,134.66,138.53,132.24,138.37,7494100,138.37
10/6/2004,137.55,138.45,136,137.08,6697400,137.08
10/7/2004,136.92,139.88,136.55,138.85,7064600,138.85
10/8/2004,138.72,139.68,137.02,137.73,5540300,137.73
10/11/2004,137,138.86,133.85,135.26,5241300,135.26
10/12/2004,134.44,137.61,133.4,137.4,5838600,137.4
10/13/2004,143.32,143.55,140.08,140.9,9893000,140.9
10/14/2004,141.01,142.38,138.56,142,5226300,142
10/15/2004,144.93,145.5,141.95,144.11,6604000,144.11
10/18/2004,143.2,149.2,141.21,149.16,7025200,149.16
10/19/2004,150.5,152.4,147.35,147.94,9064000,147.94
10/20/2004,148.03,148.99,139.6,140.49,11372700,140.49
10/21/2004,144.4,150.13,141.62,149.38,14589500,149.38
10/22/2004,170.54,180.17,164.08,172.43,36891900,172.43
10/25/2004,176.4,194.43,172.55,187.4,32764200,187.4
10/26/2004,186.34,192.64,180,181.8,22307100,181.8
10/27/2004,182.72,189.52,181.77,185.97,13356500,185.97
10/28/2004,186.68,194.39,185.6,193.3,14846800,193.3
10/29/2004,198.89,199.95,190.6,190.64,21162500,190.64
11/1/2004,193.55,197.67,191.27,196.03,12224900,196.03
11/2/2004,198.78,199.25,193.34,194.87,11346300,194.87
11/3/2004,198.18,201.6,190.75,191.67,13888700,191.67
11/4/2004,188.44,190.4,183.35,184.7,14409600,184.7
11/5/2004,181.98,182.3,168.55,169.35,19833100,169.35
11/8/2004,170.93,175.44,169.4,172.55,11191800,172.55
11/9/2004,174.1,175.2,165.27,168.7,11064200,168.7
11/10/2004,170.67,172.52,166.33,167.86,10644000,167.86
11/11/2004,169.13,183.75,167.57,183.02,14985500,183.02
11/12/2004,185.23,189.8,177.4,182,16746100,182
11/15/2004,180.45,188.32,178.75,184.87,11901500,184.87
11/16/2004,177.5,179.47,170.83,172.54,20917400,172.54
11/17/2004,169.02,177.5,169,172.5,18132900,172.5
11/18/2004,170.29,174.42,165.73,167.54,16629600,167.54
11/19/2004,169.1,169.98,166.52,169.4,8769300,169.4
11/22/2004,164.47,169.5,161.31,165.1,12368200,165.1
11/23/2004,167.97,170.83,166.5,167.52,12413300,167.52
11/24/2004,174.82,177.21,172.51,174.76,15281000,174.76
11/26/2004,175.8,180.03,175.32,179.39,6480100,179.39
11/29/2004,180.36,182.95,177.51,181.05,10666600,181.05
11/30/2004,180.71,183,180.25,181.98,7700000,181.98
12/1/2004,181.95,182.5,179.55,179.96,7864100,179.96
12/2/2004,179.9,181.51,178.55,179.4,6260900,179.4
12/3/2004,179.95,181.06,177.6,180.4,5869200,180.4
12/6/2004,179.13,180.7,176.02,176.29,6254000,176.29
12/7/2004,176,176.2,170.55,171.43,6870900,171.43
12/8/2004,170.35,173.68,168.73,169.98,7541800,169.98
12/9/2004,170.25,173.5,168.47,173.43,7654000,173.43
12/10/2004,173.43,174.88,171.29,171.65,4317200,171.65
12/13/2004,172.17,173.18,169.45,170.45,4818600,170.45
12/14/2004,171,178.82,169.6,178.69,11088400,178.69
12/15/2004,177.99,180.69,176.66,179.78,11471000,179.78
12/16/2004,176.95,180.49,175.95,176.47,8572800,176.47
12/17/2004,176.76,180.5,176.55,180.08,7386200,180.08
12/20/2004,182,188.46,181.87,185.02,9834500,185.02
12/21/2004,186.31,187.88,183.4,183.75,5516300,183.75
12/22/2004,183.9,186.85,183.01,186.3,3907000,186.3
12/23/2004,187.45,188.6,186,187.9,3614600,187.9
12/27/2004,189.15,193.3,189.1,191.91,6104100,191.91
12/28/2004,192.11,193.55,191.01,192.76,4145800,192.76
12/29/2004,191.78,193.52,191.78,192.9,2678100,192.9
12/30/2004,192.97,198.23,191.85,197.6,5904300,197.6
12/31/2004,199.23,199.88,192.56,192.79,7668500,192.79
1/3/2005,197.4,203.64,195.46,202.71,15844200,202.71
1/4/2005,201.4,202.93,193.48,194.5,13755900,194.5
1/5/2005,193.45,196.9,192.23,193.51,8236600,193.51
1/6/2005,195.08,195.9,187.72,188.55,10387100,188.55
1/7/2005,190.64,194.25,188.78,193.85,9662900,193.85
1/10/2005,194.5,198.1,191.83,195.06,7539600,195.06
