1/2/2014,1831.98,4143.07
1/3/2014,1831.37,4131.91
1/6/2014,1826.77,4113.68
1/7/2014,1837.88,4153.18
1/8/2014,1837.49,4165.61
1/9/2014,1838.13,4156.19
1/10/2014,1842.37,4174.67
1/13/2014,1819.2,4113.3
1/14/2014,1838.88,4183.02
1/15/2014,1848.38,4214.88
1/16/2014,1845.89,4218.69
1/17/2014,1838.7,4197.58
1/21/2014,1843.8,4225.76
1/22/2014,1844.86,4243
1/23/2014,1828.46,4218.88
1/24/2014,1790.29,4128.17
1/27/2014,1781.56,4083.61
1/28/2014,1792.5,4097.96
1/29/2014,1774.2,4051.43
1/30/2014,1794.19,4123.13
1/31/2014,1782.59,4103.88
2/3/2014,1741.89,3996.96
2/4/2014,1755.2,4031.52
2/5/2014,1751.64,4011.55
2/6/2014,1773.43,4057.12
2/7/2014,1797.02,4125.86
2/10/2014,1799.84,4148.17
2/11/2014,1819.75,4191.05
2/12/2014,1819.26,4201.29
2/13/2014,1829.83,4240.67
2/14/2014,1838.63,4244.02
2/18/2014,1840.76,4272.78
2/19/2014,1828.75,4237.95
2/20/2014,1839.78,4267.55
2/21/2014,1836.25,4263.41
2/24/2014,1847.61,4292.97
2/25/2014,1845.12,4287.59
2/26/2014,1845.16,4292.06
2/27/2014,1854.29,4318.93
2/28/2014,1859.45,4308.12
3/3/2014,1845.73,4277.3
3/4/2014,1873.91,4351.97
3/5/2014,1873.81,4357.97
3/6/2014,1877.03,4352.13
3/7/2014,1878.04,4336.22
3/10/2014,1877.17,4334.45
3/11/2014,1867.63,4307.19
3/12/2014,1868.2,4323.33
3/13/2014,1846.34,4260.42
3/14/2014,1841.13,4245.4
3/17/2014,1858.83,4279.95
3/18/2014,1872.25,4333.31
3/19/2014,1860.77,4307.6
3/20/2014,1872.01,4319.29
3/21/2014,1866.52,4276.79
3/24/2014,1857.44,4226.39
3/25/2014,1865.62,4234.27
3/26/2014,1852.56,4173.58
3/27/2014,1849.04,4151.23
3/28/2014,1857.62,4155.76
3/31/2014,1872.34,4198.99
4/1/2014,1885.52,4268.04
4/2/2014,1890.9,4276.46
4/3/2014,1888.77,4237.74
4/4/2014,1865.09,4127.73
4/7/2014,1845.04,4079.75
4/8/2014,1851.96,4112.99
4/9/2014,1872.18,4183.9
4/10/2014,1833.08,4054.11
4/11/2014,1815.69,3999.73
4/14/2014,1830.61,4022.69
4/15/2014,1842.98,4034.16
4/16/2014,1862.31,4086.23
4/17/2014,1864.85,4095.52
4/21/2014,1871.89,4121.55
4/22/2014,1879.55,4161.46
4/23/2014,1875.39,4126.97
4/24/2014,1878.61,4148.34
4/25/2014,1863.4,4075.56
4/28/2014,1869.43,4074.4
4/29/2014,1878.33,4103.54
4/30/2014,1883.95,4114.56
5/1/2014,1883.68,4127.45
5/2/2014,1881.14,4123.9
5/5/2014,1884.66,4138.06
5/6/2014,1867.72,4080.76
5/7/2014,1878.21,4067.67
5/8/2014,1875.63,4051.5
5/9/2014,1878.48,4071.87
5/12/2014,1896.65,4143.86
5/13/2014,1897.45,4130.17
5/14/2014,1888.53,4100.63
5/15/2014,1870.85,4069.29
5/16/2014,1877.86,4090.59
5/19/2014,1885.08,4125.81
5/20/2014,1872.83,4096.89
5/21/2014,1888.03,4131.54
5/22/2014,1892.49,4154.34
5/23/2014,1900.53,4185.81
5/27/2014,1911.91,4237.07
5/28/2014,1909.78,4225.08
5/29/2014,1920.03,4247.95
5/30/2014,1923.57,4242.62
6/2/2014,1924.97,4237.2
6/3/2014,1924.24,4234.08
6/4/2014,1927.88,4251.64
6/5/2014,1940.46,4296.23
6/6/2014,1949.44,4321.4
6/9/2014,1951.27,4336.24
6/10/2014,1950.79,4338
6/11/2014,1943.89,4331.93
6/12/2014,1930.11,4297.63
6/13/2014,1936.16,4310.65
6/16/2014,1937.78,4321.1
6/17/2014,1941.99,4337.23
6/18/2014,1956.98,4362.84
6/19/2014,1959.48,4359.33
6/20/2014,1962.87,4368.04
6/23/2014,1962.61,4368.68
6/24/2014,1949.98,4350.35
6/25/2014,1959.53,4379.76
6/26/2014,1957.22,4379.05
6/27/2014,1960.96,4397.93
6/30/2014,1960.23,4408.18
7/1/2014,1973.32,4458.65
7/2/2014,1974.62,4457.73
7/3/2014,1985.44,4485.93
7/7/2014,1977.65,4451.53
7/8/2014,1963.71,4391.46
7/9/2014,1972.83,4419.03
7/10/2014,1964.68,4396.2
7/11/2014,1967.57,4415.49
7/14/2014,1977.1,4440.42
7/15/2014,1973.28,4416.39
7/16/2014,1981.57,4425.97
7/17/2014,1958.12,4363.45
7/18/2014,1978.22,4432.15
7/21/2014,1973.63,4424.7
7/22/2014,1983.53,4456.02
7/23/2014,1987.01,4473.7
7/24/2014,1987.98,4472.11
7/25/2014,1978.34,4449.56
7/28/2014,1978.91,4444.91
7/29/2014,1969.95,4442.7
7/30/2014,1970.07,4462.9
7/31/2014,1930.67,4369.77
8/1/2014,1925.15,4352.64
8/4/2014,1938.99,4383.89
8/5/2014,1920.21,4352.84
8/6/2014,1920.24,4355.05
8/7/2014,1909.57,4334.97
8/8/2014,1931.59,4370.9
8/11/2014,1936.92,4401.33
8/12/2014,1933.75,4389.25
8/13/2014,1946.72,4434.13
8/14/2014,1955.18,4453
8/15/2014,1955.06,4464.93
